"event","user_id","page_url","params_json","created_at"
"page_view","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""url"":""/quiz""}","2026-03-19 18:40:37"
"quiz_answer","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""question"":1,""score"":1}","2026-03-19 18:40:37"
"quiz_answer","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""question"":1,""score"":1}","2026-03-19 18:40:37"
"quiz_answer","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""question"":1,""score"":1}","2026-03-19 18:40:37"
"quiz_answer","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""question"":2,""score"":0}","2026-03-19 18:40:38"
"quiz_answer","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""question"":3,""score"":1}","2026-03-19 18:40:39"
"quiz_answer","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""question"":4,""score"":1}","2026-03-19 18:40:40"
"quiz_answer","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""question"":5,""score"":1}","2026-03-19 18:40:40"
"quiz_answer","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""question"":6,""score"":1}","2026-03-19 18:40:41"
"quiz_answer","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""question"":6,""score"":1}","2026-03-19 18:40:42"
"quiz_answer","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""question"":7,""score"":1}","2026-03-19 18:40:42"
"quiz_answer","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""question"":8,""score"":1}","2026-03-19 18:40:44"
"quiz_complete","105cc073-cf9e-4d86-a7cd-2cba0e031935","/quiz","{""score"":7}","2026-03-19 18:40:44"
"page_view","105cc073-cf9e-4d86-a7cd-2cba0e031935","/result?score=7","{""url"":""/result?score=7""}","2026-03-19 18:40:44"
"page_view","105cc073-cf9e-4d86-a7cd-2cba0e031935","/result?score=7","{""url"":""/result?score=7""}","2026-03-19 18:40:44"
"result_view","105cc073-cf9e-4d86-a7cd-2cba0e031935","/result?score=7","{""score"":7}","2026-03-19 18:40:44"
"page_view","105cc073-cf9e-4d86-a7cd-2cba0e031935","/auth/signin","{""url"":""/auth/signin""}","2026-03-19 18:40:47"
"page_view","105cc073-cf9e-4d86-a7cd-2cba0e031935","/auth/signin","{""url"":""/auth/signin""}","2026-03-19 18:40:47"
"sign_in_error","105cc073-cf9e-4d86-a7cd-2cba0e031935","/auth/signin","{}","2026-03-19 18:40:59"
"page_view","105cc073-cf9e-4d86-a7cd-2cba0e031935","/auth/signup","{""url"":""/auth/signup""}","2026-03-19 18:41:54"
"sign_up_success","105cc073-cf9e-4d86-a7cd-2cba0e031935","/auth/signup","{}","2026-03-19 18:42:00"
"page_view","105cc073-cf9e-4d86-a7cd-2cba0e031935","/auth/signin","{""url"":""/auth/signin""}","2026-03-19 18:42:01"
"page_view","105cc073-cf9e-4d86-a7cd-2cba0e031935","/auth/signin","{""url"":""/auth/signin""}","2026-03-19 18:42:01"
"page_view","0a1e05ae-f9b2-46a1-82d3-79f56fe8dba7","/auth/confirmed","{""url"":""/auth/confirmed#access_token=eyJhbGciOiJIUzI1NiIsImtpZCI6IlcxRnNPRU1OeGJwNFM1SU0iLCJ0eXAiOiJKV1QifQ.eyJpc3MiOiJodHRwczovL2hteGxmb3VyemJzcW9qeWFuZnRsLnN1cGFiYXNlLmNvL2F1dGgvdjEiLCJzdWIiOiIwYTFlMDVhZS1mOWIyLTQ2YTEtODJkMy03OWY1NmZlOGRiYTciLCJhdWQiOiJhdXRoZW50aWNhdGVkIiwiZXhwIjoxNzczOTQ5MzQyLCJpYXQiOjE3NzM5NDU3NDIsImVtYWlsIjoidG9ua2FjaHlvdkBsaXN0LnJ1IiwicGhvbmUiOiIiLCJhcHBfbWV0YWRhdGEiOnsicHJvdmlkZXIiOiJlbWFpbCIsInByb3ZpZGVycyI6WyJlbWFpbCJdfSwidXNlcl9tZXRhZGF0YSI6eyJlbWFpbCI6InRvbmthY2h5b3ZAbGlzdC5ydSIsImVtYWlsX3ZlcmlmaWVkIjp0cnVlLCJwaG9uZV92ZXJpZmllZCI6ZmFsc2UsInN1YiI6IjBhMWUwNWFlLWY5YjItNDZhMS04MmQzLTc5ZjU2ZmU4ZGJhNyJ9LCJyb2xlIjoiYXV0aGVudGljYXRlZCIsImFhbCI6ImFhbDEiLCJhbXIiOlt7Im1ldGhvZCI6Im90cCIsInRpbWVzdGFtcCI6MTc3Mzk0NTc0Mn1dLCJzZXNzaW9uX2lkIjoiYjI3OTVmYjctZTU3OC00NGRiLWJlMDktNGMyYzgxMjkzZjk5IiwiaXNfYW5vbnltb3VzIjpmYWxzZX0.3uQIQsRYCDgJQyhTHnY1-52a3P5Q8bNLWH0UgbhlqVM&expires_at=1773949342&expires_in=3600&refresh_token=qm6t263fyth5&sb=&token_type=bearer&type=signup""}","2026-03-19 18:42:24"
"page_view","105cc073-cf9e-4d86-a7cd-2cba0e031935","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 15:35:23"
"page_view","ce076d37-0030-431c-9d5f-61aadbb0aba4","/","{""url"":""/""}","2026-03-20 19:23:30"
"page_view","6fe027c0-33c3-4f26-8a16-407945524a56","/","{""url"":""/""}","2026-03-20 19:23:30"
"page_view","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/","{""url"":""/""}","2026-03-20 19:47:49"
"page_view","0ce5ad2f-da98-475a-a994-3931fad03cca","/","{""url"":""/""}","2026-03-20 19:47:50"
"quiz_start","0ce5ad2f-da98-475a-a994-3931fad03cca","/","{}","2026-03-20 19:47:52"
"page_view","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""url"":""/quiz""}","2026-03-20 19:47:53"
"page_view","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""url"":""/quiz""}","2026-03-20 19:47:53"
"quiz_start","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{}","2026-03-20 19:47:53"
"quiz_answer","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""question"":1,""score"":2}","2026-03-20 19:47:55"
"quiz_answer","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""question"":2,""score"":2}","2026-03-20 19:47:57"
"quiz_answer","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""question"":3,""score"":2}","2026-03-20 19:48:04"
"quiz_answer","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""question"":4,""score"":2}","2026-03-20 19:48:07"
"quiz_answer","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""question"":4,""score"":1}","2026-03-20 19:48:07"
"quiz_answer","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""question"":5,""score"":2}","2026-03-20 19:48:10"
"quiz_answer","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""question"":6,""score"":2}","2026-03-20 19:48:13"
"quiz_answer","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""question"":6,""score"":1}","2026-03-20 19:48:14"
"quiz_answer","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""question"":7,""score"":2}","2026-03-20 19:48:18"
"quiz_answer","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""question"":8,""score"":2}","2026-03-20 19:48:21"
"quiz_complete","0ce5ad2f-da98-475a-a994-3931fad03cca","/quiz","{""score"":14}","2026-03-20 19:48:21"
"result_view","0ce5ad2f-da98-475a-a994-3931fad03cca","/result?score=14","{""score"":14}","2026-03-20 19:48:22"
"page_view","0ce5ad2f-da98-475a-a994-3931fad03cca","/result?score=14","{""url"":""/result?score=14""}","2026-03-20 19:48:22"
"page_view","0ce5ad2f-da98-475a-a994-3931fad03cca","/result?score=14","{""url"":""/result?score=14""}","2026-03-20 19:48:22"
"page_view","fcf2de5c-5718-417b-b5c5-45b9a939dbb0","/","{""url"":""/""}","2026-03-20 19:52:33"
"dashboard_open","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/","{}","2026-03-20 19:52:38"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:39"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:39"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:39"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:39"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:42"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:42"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:43"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:43"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:44"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:44"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:44"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:44"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:45"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:45"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:45"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:46"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:46"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:46"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:46"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:46"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:46"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:46"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:46"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:46"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:46"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/dashboard","{""url"":""/dashboard""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:47"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:52:48"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signup","{""url"":""/auth/signup""}","2026-03-20 19:52:50"
"sign_up_error","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signup","{}","2026-03-20 19:53:07"
"sign_up_error","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signup","{}","2026-03-20 19:53:07"
"sign_up_success","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signup","{}","2026-03-20 19:53:19"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:53:19"
"page_view","3a1543dd-713e-4a8e-afd9-c940945b6e1f","/auth/signin","{""url"":""/auth/signin""}","2026-03-20 19:53:20"
"result_view","0ce5ad2f-da98-475a-a994-3931fad03cca","/result?score=14","{""score"":14}","2026-03-20 21:08:37"
"page_view","0ce5ad2f-da98-475a-a994-3931fad03cca","/result?score=14","{""url"":""/result?score=14""}","2026-03-20 21:08:37"
"page_view","1ee608ef-98a7-4401-ba30-519870f44562","/","{""url"":""/""}","2026-03-21 05:56:36"
"quiz_start","1ee608ef-98a7-4401-ba30-519870f44562","/","{}","2026-03-21 05:56:42"
"page_view","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{""url"":""/quiz""}","2026-03-21 05:56:42"
"quiz_start","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{}","2026-03-21 05:56:42"
"page_view","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{""url"":""/quiz""}","2026-03-21 05:56:43"
"quiz_answer","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{""question"":1,""score"":1}","2026-03-21 05:56:47"
"quiz_answer","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{""question"":1,""score"":0}","2026-03-21 05:56:50"
"quiz_answer","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{""question"":2,""score"":2}","2026-03-21 05:56:54"
"quiz_answer","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{""question"":3,""score"":1}","2026-03-21 05:57:04"
"quiz_answer","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{""question"":4,""score"":1}","2026-03-21 05:57:09"
"quiz_answer","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{""question"":5,""score"":2}","2026-03-21 05:57:16"
"quiz_answer","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{""question"":6,""score"":1}","2026-03-21 05:57:23"
"page_view","67a273e1-c442-4299-8790-9b78993465bf","/","{""url"":""/""}","2026-03-21 05:57:27"
"quiz_answer","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{""question"":7,""score"":2}","2026-03-21 05:57:28"
"quiz_answer","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{""question"":8,""score"":0}","2026-03-21 05:57:33"
"quiz_complete","1ee608ef-98a7-4401-ba30-519870f44562","/quiz","{""score"":9}","2026-03-21 05:57:34"
"result_view","1ee608ef-98a7-4401-ba30-519870f44562","/result?score=9","{""score"":9}","2026-03-21 05:57:34"
"page_view","1ee608ef-98a7-4401-ba30-519870f44562","/result?score=9","{""url"":""/result?score=9""}","2026-03-21 05:57:35"
"page_view","1ee608ef-98a7-4401-ba30-519870f44562","/result?score=9","{""url"":""/result?score=9""}","2026-03-21 05:57:35"
"quiz_start","67a273e1-c442-4299-8790-9b78993465bf","/","{}","2026-03-21 05:57:43"
"page_view","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{""url"":""/quiz""}","2026-03-21 05:57:43"
"page_view","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{""url"":""/quiz""}","2026-03-21 05:57:43"
"quiz_start","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{}","2026-03-21 05:57:43"
"recommendations_open_from_result","1ee608ef-98a7-4401-ba30-519870f44562","/result?score=9","{""score"":9}","2026-03-21 05:57:47"
"page_view","1ee608ef-98a7-4401-ba30-519870f44562","/recommendations?score=9","{""url"":""/recommendations?score=9""}","2026-03-21 05:57:48"
"page_view","1ee608ef-98a7-4401-ba30-519870f44562","/recommendations?score=9","{""url"":""/recommendations?score=9""}","2026-03-21 05:57:48"
"recommendations_view","1ee608ef-98a7-4401-ba30-519870f44562","/recommendations?score=9","{""score"":9}","2026-03-21 05:57:48"
"quiz_answer","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{""question"":1,""score"":2}","2026-03-21 05:57:53"
"page_view","1ee608ef-98a7-4401-ba30-519870f44562","/dashboard","{""url"":""/dashboard""}","2026-03-21 05:57:59"
"page_view","1ee608ef-98a7-4401-ba30-519870f44562","/dashboard","{""url"":""/dashboard""}","2026-03-21 05:57:59"
"page_view","1ee608ef-98a7-4401-ba30-519870f44562","/auth/signin","{""url"":""/auth/signin""}","2026-03-21 05:57:59"
"page_view","1ee608ef-98a7-4401-ba30-519870f44562","/auth/signin","{""url"":""/auth/signin""}","2026-03-21 05:57:59"
"page_view","930b838e-be93-451b-9ecd-7350503418b5","/auth/signin","{""url"":""/auth/signin""}","2026-03-21 05:58:14"
"quiz_answer","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{""question"":1,""score"":1}","2026-03-21 05:58:22"
"quiz_answer","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{""question"":2,""score"":2}","2026-03-21 05:58:27"
"quiz_answer","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{""question"":3,""score"":2}","2026-03-21 05:58:32"
"quiz_answer","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{""question"":4,""score"":1}","2026-03-21 05:58:38"
"quiz_answer","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{""question"":5,""score"":1}","2026-03-21 05:58:51"
"quiz_answer","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{""question"":6,""score"":1}","2026-03-21 05:58:56"
"quiz_answer","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{""question"":7,""score"":1}","2026-03-21 05:59:03"
"quiz_answer","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{""question"":8,""score"":1}","2026-03-21 05:59:15"
"quiz_complete","67a273e1-c442-4299-8790-9b78993465bf","/quiz","{""score"":10}","2026-03-21 05:59:15"
"page_view","67a273e1-c442-4299-8790-9b78993465bf","/result?score=10","{""url"":""/result?score=10""}","2026-03-21 05:59:15"
"page_view","67a273e1-c442-4299-8790-9b78993465bf","/result?score=10","{""url"":""/result?score=10""}","2026-03-21 05:59:15"
"result_view","67a273e1-c442-4299-8790-9b78993465bf","/result?score=10","{""score"":10}","2026-03-21 05:59:15"
"recommendations_open_from_result","67a273e1-c442-4299-8790-9b78993465bf","/result?score=10","{""score"":10}","2026-03-21 05:59:20"
"recommendations_view","67a273e1-c442-4299-8790-9b78993465bf","/recommendations?score=10","{""score"":10}","2026-03-21 05:59:20"
"page_view","67a273e1-c442-4299-8790-9b78993465bf","/recommendations?score=10","{""url"":""/recommendations?score=10""}","2026-03-21 05:59:20"
"page_view","67a273e1-c442-4299-8790-9b78993465bf","/recommendations?score=10","{""url"":""/recommendations?score=10""}","2026-03-21 05:59:20"
"page_view","67a273e1-c442-4299-8790-9b78993465bf","/","{""url"":""/""}","2026-03-21 05:59:28"
"page_view","67a273e1-c442-4299-8790-9b78993465bf","/","{""url"":""/""}","2026-03-21 05:59:28"
"feedback_submit","930b838e-be93-451b-9ecd-7350503418b5","/auth/signin","{}","2026-03-21 05:59:35"
"page_view","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/","{""url"":""/""}","2026-03-21 08:04:36"
"dashboard_open","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/","{}","2026-03-21 08:04:38"
"page_view","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/dashboard","{""url"":""/dashboard""}","2026-03-21 08:04:38"
"page_view","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/auth/signin","{""url"":""/auth/signin""}","2026-03-21 08:04:39"
"page_view","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/auth/signin","{""url"":""/auth/signin""}","2026-03-21 08:04:39"
"page_view","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/dashboard","{""url"":""/dashboard""}","2026-03-21 08:04:39"
"page_view","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/auth/signup","{""url"":""/auth/signup""}","2026-03-21 08:04:43"
"page_view","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/auth/signin","{""url"":""/auth/signin""}","2026-03-21 08:05:19"
"page_view","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/auth/signup","{""url"":""/auth/signup""}","2026-03-21 08:05:22"
"sign_up_error","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/auth/signup","{}","2026-03-21 08:05:38"
"sign_up_error","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/auth/signup","{}","2026-03-21 08:05:40"
"sign_up_success","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/auth/signup","{}","2026-03-21 08:05:40"
"page_view","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/auth/signin","{""url"":""/auth/signin""}","2026-03-21 08:05:40"
"sign_up_error","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/auth/signup","{}","2026-03-21 08:05:40"
"page_view","703af6fc-8a37-4a4b-9d5c-0a78343142b2","/auth/signin","{""url"":""/auth/signin""}","2026-03-21 08:05:41"
